Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Family	Prey_Genus	Unidentified	Prey_Stage	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Digitaria	NO	Seed	NA	0.291	NA	NA	557	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Panicum	NO	Seed	NA	0.025	NA	NA	557	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Setaria	NO	Seed	NA	0.002	NA	NA	557	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Triodia	NO	Seed	NA	0.051	NA	NA	557	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Chloris	NO	Seed	NA	0.031	NA	NA	557	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae		YES	Seed	NA	0.46	NA	NA	557	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae		YES	Seed	NA	0.14	NA	NA	557	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae		YES	Seed	NA	0.05	NA	NA	557	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Coleoptera			NO		NA	0.017	NA	NA	12	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Orthoptera			NO		NA	0.009	NA	NA	12	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Lepidoptera			NO		NA	0.013	NA	NA	12	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Homoptera			NO		NA	0.004	NA	NA	12	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Hymenoptera			NO		NA	0.004	NA	NA	12	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Arachnoides	Araneae			NO		NA	0.004	NA	NA	12	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Isoptera			NO		NA	0.002	NA	NA	9	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Lepidoptera			NO		NA	0.017	NA	NA	9	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Poales	Gramineae	Digitaria	NO	Seed	NA	0.693	NA	NA	68	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Poales	Gramineae	Setaria	NO	Seed	NA	0.08	NA	NA	68	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Poales	Gramineae	Triodia	NO	Seed	NA	0.047	NA	NA	68	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Asterales	Compositae	Iva	NO	Seed	NA	0.058	NA	NA	68	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Malpighiales	Euphorbiaceae	Acalypha	NO	Seed	NA	0.016	NA	NA	68	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Digitaria	NO	Seed	NA	0.42	NA	NA	695	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Panicum	NO	Seed	NA	0.08	NA	NA	695	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Setaria	NO	Seed	NA	0.09	NA	NA	695	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae		YES	Seed	NA	0.136	NA	NA	695	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Asterales	Compositae	Iva	NO	Seed	NA	0.028	NA	NA	695	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Malpighiales	Euphorbiaceae	Acalypha	NO	Seed	NA	0.196	NA	NA	695	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Malpighiales	Euphorbiaceae		YES	Seed	NA	0.028	NA	NA	695	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Digitaria	NO	Seed	NA	0.352	NA	NA	583	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Panicum	NO	Seed	NA	0.017	NA	NA	583	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Setaria	NO	Seed	NA	0.065	NA	NA	583	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Chloris	NO	Seed	NA	0.052	NA	NA	583	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae		YES	Seed	NA	0.112	NA	NA	583	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae		YES	Seed	NA	0.369	NA	NA	583	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Malpighiales	Euphorbiaceae	Acalypha	NO	Seed	NA	0.015	NA	NA	583	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Malpighiales	Euphorbiaceae		YES	Seed	NA	0.018	NA	NA	583	9	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Coleoptera			NO		NA	0.039	NA	NA	8	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Orthoptera			NO		NA	0.066	NA	NA	8	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Isoptera			NO		NA	0.008	NA	NA	15	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Chipping Sparrow	Spizella passerina	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Lepidoptera			NO		NA	0.013	NA	NA	15	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
