Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source	Doi	Sex	Age_Class	Within_Study_Data_Source	Table_Fig_Number	Title	Lastname_author	Source_year	Journal							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	99	Animalia	Arthropoda	Insecta	Diptera	Brachycera	Empididae			Yes						0.111	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	99	Animalia	Arthropoda	Insecta	Diptera	Brachycera				No						0.037	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	99	Animalia	Arthropoda	Insecta	Diptera					No						0.111	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	99	Animalia	Arthropoda	Insecta	Lepidoptera					No			Larva			0.296	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	99	Animalia	Arthropoda	Insecta	Lepidoptera					No			Adult			0.037	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	99	Animalia	Arthropoda	Insecta	Hymenoptera					Yes						0.111	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	100	Animalia	Arthropoda	Arachnida	Plecoptera					Yes						0.143	Items	35	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	100	Animalia	Arthropoda	Insecta	Hemiptera	Sternorrhyncha	Psyllidae			Yes						0.029	Items	35	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	100	Animalia	Arthropoda	Insecta	Diptera	Nematocera				Yes						0.057	Items	35	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	100	Animalia	Arthropoda	Insecta	Diptera	Brachycera	Empididae			Yes						0.171	Items	35	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	100	Animalia	Arthropoda	Insecta	Diptera	Brachycera				Yes						0.171	Items	35	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	100	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.286	Items	35	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	100	Animalia	Arthropoda	Insecta	Hymenoptera	Brachycera				Yes						0.057	Items	35	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	100	Animalia	Arthropoda	Insecta	Hymenoptera					No						0.086	Items	35	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	101	Animalia	Arthropoda	Arachnida	Araneae					Yes						0.111	Items	18	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	101	Animalia	Arthropoda	Arachnida	Plecoptera					Yes						0.111	Items	18	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	101	Animalia	Arthropoda	Insecta	Hemiptera	Nematocera				Yes						0.056	Items	18	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	101	Animalia	Arthropoda	Insecta	Diptera	Brachycera	Empididae			Yes						0.389	Items	18	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	101	Animalia	Arthropoda	Insecta	Diptera	Brachycera				No						0.056	Items	18	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	101	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.111	Items	18	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	101	Animalia	Arthropoda	Insecta	Hymenoptera		Braconidae			Yes						0.111	Items	18	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	101	Animalia	Arthropoda	Insecta	Hymenoptera					No						0.056	Items	18	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	102	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				Yes						0.048	Items	21	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	102	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.667	Items	21	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	102	Animalia	Arthropoda	Insecta	Diptera					Yes						0.048	Items	21	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	102	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.143	Items	21	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	102	Animalia	Arthropoda	Insecta	Hymenoptera		Braconidae			Yes						0.048	Items	21	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	102	Animalia	Arthropoda	Insecta	Hymenoptera					No						0.048	Items	21	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	103	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				Yes						0.037	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	103	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.667	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	103	Animalia	Arthropoda	Insecta	Diptera	Nematocera				Yes						0.037	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	103	Animalia	Arthropoda	Insecta	Diptera	Brachycera				Yes						0.037	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	103	Animalia	Arthropoda	Insecta	Diptera					No						0.037	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	103	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.111	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	103	Animalia	Arthropoda	Insecta	Hymenoptera					Yes						0.074	Items	27	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	104	Animalia	Arthropoda	Arachnida	Araneae					Yes						0.091	Items	22	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	104	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				Yes						0.091	Items	22	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	104	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.5	Items	22	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	104	Animalia	Arthropoda	Insecta	Diptera	Nematocera				Yes						0.045	Items	22	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	104	Animalia	Arthropoda	Insecta	Diptera	Brachycera	Empididae			Yes						0.045	Items	22	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	104	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.136	Items	22	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	104	Animalia	Arthropoda	Insecta	Hymenoptera					Yes						0.091	Items	22	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	105	Animalia	Arthropoda	Arachnida	Araneae					Yes						0.08	Items	25	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	105	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				Yes						0.04	Items	25	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	105	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.36	Items	25	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	105	Animalia	Arthropoda	Insecta	Diptera					Yes						0.2	Items	25	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Least Flycatcher	Empidonax minimus		Parulidae	eBird Clements Checklist v2021	43.93	-71.75				New Hampshire	Hubbard Brook Experimental Forest	Deciduous forest	5	1982	5	1982	Spring	105	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.2	Items	25	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
